,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,rating,G,Other,PG,PG-13,R,yr_old
1915,88.0,119.0,42.0,917.0,America Ferrera,2000.0,39008741.0,Mike Vogel,The Sisterhood of the Traveling Pants ,44838,6862,Kyle Schmid,0.0,223.0,English,USA,PG,25000000.0,2005.0,953.0,6.6,0,PG,0,0,1,0,0,11.0
1917,129.0,97.0,29.0,816.0,Katharine McPhee,15000.0,48237389.0,Emma Stone,The House Bunny ,63969,18789,Beverly D'Angelo,1.0,126.0,English,USA,PG-13,25000000.0,2008.0,852.0,5.5,0,PG-13,0,0,0,1,0,8.0
1918,72.0,105.0,23.0,485.0,Keshia Knight Pulliam,1000.0,36310118.0,Alfre Woodard,Beauty Shop ,13194,3535,LisaRaye McCoy,1.0,59.0,English,USA,PG-13,55784951.6,2005.0,619.0,5.5,671,PG-13,0,0,0,1,0,11.0
1919,151.0,124.0,44.0,367.0,Suraj Sharma,4000.0,36447959.0,Jon Hamm,Million Dollar Arm ,35833,6393,Gregory Alan Williams,0.0,96.0,English,USA,PG,25000000.0,2014.0,774.0,7.0,10000,PG,0,0,1,0,0,2.0
1921,66.0,105.0,29.0,742.0,Oliver James,14000.0,35990505.0,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,1.0,194.0,English,USA,PG,20000000.0,2003.0,1000.0,5.8,0,PG,0,0,1,0,0,13.0
1922,167.0,104.0,108.0,177.0,Jonathan Breck,296.0,35143332.0,Nicki Aycox,Jeepers Creepers II ,45102,1340,Billy Aaron Brown,0.0,316.0,English,USA,R,17000000.0,2003.0,270.0,5.6,0,R,0,0,0,0,1,13.0
1923,127.0,101.0,7.0,440.0,Dan Fogler,1000.0,35000629.0,Dane Cook,Good Luck Chuck ,74622,2822,Chelan Simmons,1.0,150.0,English,USA,R,25000000.0,2007.0,562.0,5.6,0,R,0,0,0,0,1,9.0
1924,109.0,101.0,43.0,432.0,Tom Arnold,5000.0,34604054.0,Jet Li,Cradle 2 the Grave ,34942,6867,DMX,2.0,185.0,English,USA,R,30000000.0,2003.0,618.0,5.8,1000,R,0,0,0,0,1,13.0
1925,174.0,114.0,335.0,530.0,Stephen Dillane,11000.0,41597830.0,Meryl Streep,The Hours ,102123,12624,Miranda Richardson,3.0,660.0,English,USA,PG-13,25000000.0,2002.0,577.0,7.6,0,PG-13,0,0,0,1,0,14.0
1926,91.0,105.0,99.0,960.0,Alexandra Breckenridge,17000.0,33687630.0,Channing Tatum,She's the Man ,116762,20109,Laura Ramsey,0.0,261.0,English,USA,PG-13,20000000.0,2006.0,1000.0,6.4,0,PG-13,0,0,0,1,0,10.0
1928,94.0,97.0,27.0,522.0,Salli Richardson-Whitfield,601.0,31526393.0,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid ,22243,2730,Johnny Messner,0.0,144.0,English,USA,PG-13,25000000.0,2004.0,543.0,4.6,686,PG-13,0,0,0,1,0,12.0
1930,148.0,114.0,59.0,403.0,Aaron Staton,49000.0,31655091.0,Robin Williams,August Rush ,87331,50927,Marian Seldes,0.0,364.0,English,USA,PG,30000000.0,2007.0,702.0,7.5,18000,PG,0,0,1,0,0,9.0
1935,146.0,87.0,234.0,370.0,J.B. Smoove,904.0,30538669.0,Ari Graynor,The Sitter ,60202,3850,Kylie Bunbury,3.0,114.0,English,USA,R,36998505.3,2011.0,555.0,5.7,0,R,0,0,0,0,1,5.0
1936,83.0,88.0,82.0,571.0,Essence Atkins,756.0,25615792.0,Damon Wayans Jr.,Dance Flick ,10161,4378,Chris Elliott,0.0,50.0,English,USA,PG-13,25000000.0,2009.0,713.0,3.5,657,PG-13,0,0,0,1,0,7.0
1940,175.0,111.0,81.0,81.0,Cjon Saulsberry,3000.0,33631221.0,George Kennedy,The Gambler ,48559,3784,Griffin Cleveland,1.0,145.0,English,USA,R,25000000.0,2014.0,571.0,6.0,0,R,0,0,0,0,1,2.0
1941,322.0,121.0,53.0,8000.0,Meryl Streep,19000.0,37738400.0,Benedict Cumberbatch,August: Osage County ,67797,39690,Julia Roberts,3.0,285.0,English,USA,R,25000000.0,2013.0,11000.0,7.3,30000,R,0,0,0,0,1,3.0
1942,67.0,98.0,3.0,28.0,Trevor Blumas,90.0,24381334.0,Connie Ray,Ice Princess ,19737,235,Amy Stewart,2.0,81.0,English,USA,G,50911615.4,2005.0,89.0,6.0,901,G,1,0,0,0,0,11.0
1943,112.0,107.0,13.0,165.0,Tyrone Giordano,618.0,21835784.0,Aimee Garcia,A Lot Like Love ,58297,1095,James Read,3.0,161.0,English,USA,PG-13,30000000.0,2005.0,172.0,6.6,0,PG-13,0,0,0,1,0,11.0
1945,48.0,136.0,0.0,3000.0,Milla Jovovich,18000.0,21554585.0,Denzel Washington,He Got Game ,36108,37315,Rosario Dawson,0.0,109.0,English,USA,R,25000000.0,1998.0,14000.0,6.9,0,R,0,0,0,0,1,18.0
1948,162.0,108.0,529.0,690.0,Henry Thomas,17000.0,80014842.0,Channing Tatum,Dear John ,104356,19945,Scott Porter,,186.0,English,USA,PG-13,25000000.0,2010.0,861.0,6.3,14000,PG-13,0,0,0,1,0,6.0
1949,213.0,97.0,41.0,619.0,Jason Patric,11000.0,23527955.0,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1.0,165.0,English,USA,PG-13,25000000.0,2010.0,673.0,6.4,0,PG-13,0,0,0,1,0,6.0
1950,298.0,99.0,24.0,155.0,Alan Dale,3000.0,24042490.0,Bailee Madison,Don't Be Afraid of the Dark ,40776,3744,Jack Thompson,1.0,250.0,English,USA,R,25000000.0,2010.0,441.0,5.6,10000,R,0,0,0,0,1,6.0
1951,119.0,103.0,5.0,874.0,Jet Li,26000.0,22466994.0,Jason Statham,War ,72673,33565,Nadine Velazquez,0.0,166.0,English,USA,R,25000000.0,2007.0,5000.0,6.3,0,R,0,0,0,0,1,9.0
1952,251.0,95.0,0.0,98.0,Emily Watson,11000.0,17791031.0,Adam Sandler,Punch-Drunk Love ,109855,11994,Don McManus,0.0,888.0,English,USA,R,25000000.0,2002.0,876.0,7.3,0,R,0,0,0,0,1,14.0
1953,92.0,93.0,17.0,360.0,Scott Mechlowicz,13000.0,17718223.0,Matt Damon,EuroTrip ,162067,14180,Jacob Pitts,5.0,316.0,English,USA,R,25000000.0,2004.0,634.0,6.6,0,R,0,0,0,0,1,12.0
1955,73.0,90.0,176.0,825.0,Rob Riggle,931.0,16647384.0,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,56.0,English,USA,PG,26000000.0,2006.0,839.0,5.1,498,PG,0,0,1,0,0,10.0
1958,86.0,120.0,0.0,58.0,Matthew Knight,577.0,15331289.0,Stephen Dillane,The Greatest Game Ever Played ,22289,1217,Amanda Tilson,1.0,106.0,English,USA,PG,53575683.2,2005.0,464.0,7.5,0,PG,0,0,1,0,0,11.0
1959,287.0,115.0,219.0,258.0,Gillian Jacobs,902.0,15045676.0,Frank Langella,The Box ,76303,2466,Celia Weston,1.0,376.0,English,USA,PG-13,16000000.0,2009.0,837.0,5.6,0,PG-13,0,0,0,1,0,7.0
1960,233.0,93.0,27.0,49.0,Jonathan Tucker,960.0,17427926.0,Laura Ramsey,The Ruins ,60062,1749,Sergio Calderón,0.0,351.0,English,USA,R,8000000.0,2008.0,664.0,5.9,0,R,0,0,0,0,1,8.0
1961,86.0,99.0,154.0,347.0,Rupert Everett,774.0,14983572.0,Mark Valley,The Next Best Thing ,9361,2498,Illeana Douglas,1.0,162.0,English,USA,PG-13,25000000.0,2000.0,692.0,4.7,378,PG-13,0,0,0,1,0,16.0
1962,160.0,107.0,0.0,255.0,Emily Meade,798.0,14637490.0,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2.0,136.0,English,USA,R,25000000.0,2010.0,374.0,4.8,0,R,0,0,0,0,1,6.0
1963,126.0,110.0,42.0,111.0,Timothy Bottoms,355.0,14589444.0,Chris Marquette,The Girl Next Door ,171151,911,Jacob Young,2.0,513.0,English,USA,R,25000000.0,2004.0,155.0,6.8,0,R,0,0,0,0,1,12.0
1965,52.0,85.0,54.0,455.0,Megan Mullally,985.0,13973532.0,Martin Starr,Stealing Harvard ,11211,3065,Chris Penn,1.0,92.0,English,USA,PG-13,25000000.0,2002.0,637.0,5.1,215,PG-13,0,0,0,1,0,14.0
1967,111.0,88.0,82.0,432.0,Jorma Taccone,874.0,13920741.0,Sissy Spacek,Hot Rod ,59900,2062,Chris Parnell,5.0,149.0,English,USA,PG-13,55784951.6,2007.0,434.0,6.7,0,PG-13,0,0,0,1,0,9.0
1968,231.0,90.0,160.0,852.0,Joel David Moore,963.0,18860403.0,Chris Zylka,Shark Night 3D ,20823,4952,Katharine McPhee,0.0,130.0,English,USA,PG-13,25000000.0,2011.0,936.0,4.0,0,PG-13,0,0,0,1,0,5.0
1969,99.0,145.0,317.0,70.0,Devon Murray,876.0,13038660.0,Emily Watson,Angela's Ashes ,16995,1282,Pauline McLynn,1.0,163.0,English,USA,R,25000000.0,1999.0,219.0,7.3,0,R,0,0,0,0,1,17.0
1970,159.0,110.0,425.0,148.0,Chi McBride,3000.0,28831145.0,Jennifer Garner,Draft Day ,39357,3757,Patrick St. Esprit,1.0,113.0,English,USA,R,25000000.0,2014.0,466.0,6.8,14000,R,0,0,0,0,1,2.0
1973,199.0,122.0,0.0,939.0,Tom Wilkinson,18000.0,11538204.0,Robin Wright,The Conspirator ,23696,21163,Stephen Root,0.0,135.0,English,USA,PG-13,25000000.0,2010.0,1000.0,7.0,0,PG-13,0,0,0,1,0,6.0
1974,119.0,107.0,308.0,872.0,Michael Angarano,13000.0,11008432.0,Heath Ledger,Lords of Dogtown ,43903,16651,Rebecca De Mornay,0.0,194.0,English,USA,PG-13,25000000.0,2005.0,947.0,7.1,5000,PG-13,0,0,0,1,0,11.0
1978,317.0,140.0,149.0,581.0,Frank Grillo,27000.0,13651662.0,Tom Hardy,Warrior ,332276,29692,Kevin Dunn,1.0,514.0,English,USA,PG-13,25000000.0,2011.0,798.0,8.2,77000,PG-13,0,0,0,1,0,5.0
1981,143.0,112.0,108.0,2000.0,Channing Tatum,23000.0,10911750.0,Joseph Gordon-Levitt,Stop-Loss ,17757,43560,Abbie Cornish,2.0,99.0,English,USA,R,25000000.0,2008.0,17000.0,6.5,982,R,0,0,0,0,1,8.0
1982,72.0,99.0,79.0,956.0,Zooey Deschanel,16000.0,10719367.0,Charlie Hunnam,Abandon ,7909,28987,Tony Goldwyn,3.0,157.0,English,USA,PG-13,25000000.0,2002.0,11000.0,4.9,261,PG-13,0,0,0,1,0,14.0
1983,70.0,100.0,57.0,92.0,Tom Amandes,181.0,10114315.0,John Doe,Brokedown Palace ,18693,582,Daniel Lapaine,0.0,187.0,English,USA,PG-13,25000000.0,1999.0,151.0,6.4,0,PG-13,0,0,0,1,0,17.0
1984,264.0,92.0,30.0,309.0,Madison Davenport,941.0,49122319.0,Kyra Sedgwick,The Possession ,47169,2348,Natasha Calis,0.0,162.0,English,USA,PG-13,14000000.0,2012.0,459.0,5.9,17000,PG-13,0,0,0,1,0,4.0
1986,190.0,110.0,37.0,268.0,Laz Alonso,10000.0,10324441.0,Alexander Skarsgård,Straw Dogs ,27117,11431,Rhys Coiro,1.0,140.0,English,USA,R,25000000.0,2011.0,826.0,5.8,7000,R,0,0,0,0,1,5.0
1987,142.0,116.0,529.0,174.0,Christopher Evan Welch,442.0,7156933.0,Hope Davis,The Hoax ,14581,1134,James Biberi,0.0,74.0,English,USA,R,25000000.0,2006.0,252.0,6.7,348,R,0,0,0,0,1,10.0
1991,31.0,95.0,32.0,324.0,Nick Cannon,843.0,5654777.0,Cheech Marin,Underclassman ,4875,2165,Kaylee DeFer,3.0,26.0,English,USA,PG-13,25000000.0,2005.0,593.0,4.1,206,PG-13,0,0,0,1,0,11.0
1992,87.0,95.0,6.0,248.0,Chris Klein,849.0,5516708.0,Eddie Cibrian,Say It Isn't So ,11375,2413,Jack Plotnick,2.0,91.0,English,USA,R,25000000.0,2001.0,841.0,4.9,295,R,0,0,0,0,1,15.0
1996,23.0,95.0,2.0,807.0,Loretta Devine,927.0,4006906.0,Donald Faison,King's Ransom ,3229,4990,Regina Hall,7.0,20.0,English,USA,PG-13,15000000.0,2005.0,912.0,4.1,83,PG-13,0,0,0,1,0,11.0
1998,143.0,92.0,892.0,492.0,Udo Kier,783.0,1550000.0,Meat Loaf,BloodRayne ,30628,2930,Michael Paré,2.0,471.0,English,USA,R,25000000.0,2005.0,595.0,2.9,937,R,0,0,0,0,1,11.0
2001,73.0,91.0,80.0,31.0,Erica Linz,473.0,12495865.0,Dallas Barnett,Cirque du Soleil: Worlds Away ,7100,539,Igor Zaripov,0.0,35.0,English,USA,PG,53575683.2,2012.0,31.0,6.8,0,PG,0,0,1,0,0,4.0
2005,280.0,122.0,0.0,407.0,Shea Whigham,12000.0,1697956.0,Nicolas Cage,Bad Lieutenant: Port of Call New Orleans ,64944,13809,Shawn Hatosy,2.0,212.0,English,USA,R,20000000.0,2009.0,463.0,6.7,6000,R,0,0,0,0,1,7.0
2011,336.0,138.0,0.0,1000.0,Brad Pitt,13000.0,16969390.0,Michael Fassbender,The Counselor ,80861,27797,Goran Visnjic,4.0,431.0,English,USA,R,25000000.0,2013.0,11000.0,5.3,24000,R,0,0,0,0,1,3.0
2019,285.0,139.0,13000.0,461.0,Burt Young,13000.0,70269171.0,Sylvester Stallone,Rocky Balboa ,162130,15111,Mike Tyson,0.0,962.0,English,USA,PG,24000000.0,2006.0,683.0,7.2,0,PG,0,0,1,0,0,10.0
2020,163.0,114.0,19.0,848.0,Edgar Ramírez,1000.0,28772222.0,Ray Winstone,Point Break ,33958,3962,Delroy Lindo,1.0,163.0,English,USA,PG-13,105000000.0,2015.0,897.0,5.3,37000,PG-13,0,0,0,1,0,1.0
2021,195.0,120.0,0.0,221.0,Jada Pinkett Smith,865.0,101334374.0,Omar Epps,Scream 2 ,124941,2321,Kevin Williamson,5.0,488.0,English,USA,R,24000000.0,1997.0,851.0,6.1,0,R,0,0,0,0,1,19.0
2022,123.0,98.0,149.0,439.0,Noah Emmerich,20000.0,1512815.0,Natalie Portman,Jane Got a Gun ,8885,21414,Boyd Holbrook,0.0,56.0,English,USA,R,25000000.0,2016.0,617.0,5.8,0,R,0,0,0,0,1,0.0
2023,52.0,106.0,167.0,676.0,Regina Hall,966.0,65182182.0,Romany Malco,Think Like a Man Too ,15310,4830,David Walton,8.0,38.0,English,USA,PG-13,24000000.0,2014.0,807.0,5.7,3000,PG-13,0,0,0,1,0,2.0
2024,129.0,98.0,36.0,900.0,Matthew Perry,13000.0,57262492.0,Bruce Willis,The Whole Nine Yards ,90374,17582,Natasha Henstridge,4.0,318.0,English,USA,R,24000000.0,2000.0,2000.0,6.7,0,R,0,0,0,0,1,16.0
2026,123.0,88.0,480.0,497.0,Leah Remini,8000.0,74608545.0,Will Ferrell,Old School ,185258,10325,Patrick Fischler,4.0,404.0,English,USA,R,24000000.0,2003.0,909.0,7.2,0,R,0,0,0,0,1,13.0
2028,125.0,100.0,41.0,970.0,Mekhi Phifer,45000.0,39989008.0,Muse Watson,I Still Know What You Did Last Summer ,55398,49847,Bill Cobbs,2.0,418.0,English,USA,R,24000000.0,1998.0,1000.0,4.6,891,R,0,0,0,0,1,18.0
2029,106.0,115.0,597.0,597.0,Jim Belushi,893.0,32662299.0,Minnie Driver,Return to Me ,16469,3946,Bonnie Hunt,1.0,275.0,English,USA,PG,24000000.0,2000.0,854.0,6.9,0,PG,0,0,1,0,0,16.0
2030,247.0,101.0,0.0,92.0,Jeff Anderson,218.0,31452765.0,Gerry Bednob,Zack and Miri Make a Porno ,149835,638,Jennifer Schwalbach Smith,7.0,243.0,English,USA,R,24000000.0,2008.0,216.0,6.6,0,R,0,0,0,0,1,8.0
2032,271.0,94.0,293.0,939.0,Jeff Bridges,18000.0,32416109.0,Kevin Spacey,The Men Who Stare at Goats ,109620,32474,Stephen Root,0.0,268.0,English,USA,R,25000000.0,2009.0,12000.0,6.2,15000,R,0,0,0,0,1,7.0
2034,133.0,127.0,446.0,898.0,Clea DuVall,11000.0,28871190.0,Angelina Jolie Pitt,"Girl, Interrupted ",125421,13433,Vanessa Redgrave,0.0,385.0,English,USA,R,24000000.0,1999.0,1000.0,7.3,0,R,0,0,0,0,1,17.0
2035,84.0,95.0,126.0,886.0,Gary Cole,2000.0,16964743.0,Topher Grace,Win a Date with Tad Hamilton! ,22844,4681,Nathan Lane,1.0,140.0,English,USA,PG-13,24000000.0,2004.0,989.0,5.6,876,PG-13,0,0,0,1,0,12.0
2036,70.0,87.0,25.0,611.0,F. Murray Abraham,1000.0,16290976.0,Josh Charles,Muppets from Space ,14637,3243,David Arquette,0.0,100.0,English,USA,G,24000000.0,1999.0,670.0,6.2,619,G,1,0,0,0,0,17.0
2038,51.0,107.0,48.0,940.0,Ellen Albertini Dow,1000.0,12372410.0,Oliver Platt,Ready to Rumble ,11709,4971,Martin Landau,1.0,101.0,English,USA,PG-13,24000000.0,2000.0,957.0,5.3,650,PG-13,0,0,0,1,0,16.0
2039,73.0,124.0,41.0,197.0,Robert Wagner,512.0,8427204.0,Willie Garson,Play It to the Bone ,10100,1523,Lolita Davidovich,0.0,59.0,English,USA,R,24000000.0,1999.0,481.0,5.4,153,R,0,0,0,0,1,17.0
2040,169.0,89.0,41.0,847.0,Busy Philipps,2000.0,9639242.0,Olivia Munn,I Don't Know How She Does It ,16437,5470,Jessica Szohr,0.0,68.0,English,USA,PG-13,24000000.0,2011.0,1000.0,4.9,0,PG-13,0,0,0,1,0,5.0
2041,365.0,88.0,192.0,847.0,Kelly Brook,3000.0,25003072.0,Adam Scott,Piranha 3D ,72552,5737,Jessica Szohr,0.0,374.0,English,USA,R,24000000.0,2010.0,859.0,5.5,13000,R,0,0,0,0,1,6.0
2042,113.0,118.0,18000.0,286.0,Bob Hoskins,18000.0,6144806.0,Kevin Spacey,Beyond the Sea ,12821,23689,Brenda Blethyn,1.0,248.0,English,USA,PG-13,23000000.0,2004.0,5000.0,6.7,0,PG-13,0,0,0,1,0,12.0
2043,18.0,93.0,9.0,254.0,M.C. Gainey,23000.0,4308981.0,Paul Walker,Meet the Deedles ,2265,24436,A.J. Langer,2.0,37.0,English,USA,PG,24000000.0,1998.0,284.0,3.9,839,PG,0,0,1,0,0,18.0
2046,196.0,98.0,88.0,706.0,Tom Berenger,12000.0,23225911.0,Dwayne Johnson,Faster ,80574,14699,Mike Epps,1.0,157.0,English,USA,R,24000000.0,2010.0,854.0,6.5,12000,R,0,0,0,0,1,6.0
2048,445.0,88.0,181.0,11.0,Bill Murray,15000.0,75590286.0,Emma Stone,Zombieland ,386217,28011,Derek Graf,4.0,553.0,English,USA,R,23600000.0,2009.0,13000.0,7.7,26000,R,0,0,0,0,1,7.0
2050,108.0,90.0,153.0,427.0,Clint Howard,11000.0,161487252.0,Adam Sandler,The Waterboy ,119450,13823,Peter Dante,0.0,300.0,English,USA,PG-13,20000000.0,1998.0,1000.0,6.1,0,PG-13,0,0,0,1,0,18.0
2054,211.0,98.0,70.0,591.0,Brendan Fehr,1000.0,53302314.0,Daniel Roebuck,Final Destination ,181058,3345,Kerr Smith,1.0,674.0,English,USA,R,23000000.0,2000.0,847.0,6.7,0,R,0,0,0,0,1,16.0
2055,421.0,101.0,0.0,1000.0,Philip Seymour Hoffman,33000.0,40962534.0,Ryan Gosling,The Ides of March ,188652,57077,Jennifer Ehle,1.0,288.0,English,USA,R,12500000.0,2011.0,22000.0,7.1,22000,R,0,0,0,0,1,5.0
2056,214.0,112.0,123.0,787.0,Radha Mitchell,14000.0,39235088.0,Vin Diesel,Pitch Black ,193962,16196,Cole Hauser,0.0,805.0,English,USA,R,23000000.0,2000.0,991.0,7.1,5000,R,0,0,0,0,1,16.0
2057,92.0,97.0,956.0,99.0,Ellen Barkin,20000.0,27338033.0,Hugh Jackman,Someone Like You... ,19709,20798,Catherine Dent,3.0,167.0,English,USA,PG-13,23000000.0,2001.0,551.0,6.1,0,PG-13,0,0,0,1,0,15.0
2058,574.0,126.0,0.0,105.0,Brian Johnson,19000.0,25556065.0,Scarlett Johansson,Her ,355126,19359,Matt Letscher,1.0,748.0,English,USA,R,23000000.0,2013.0,128.0,8.0,148000,R,0,0,0,0,1,3.0
2060,140.0,97.0,131.0,62.0,Jessica Bowman,23000.0,21973182.0,Paul Walker,Joy Ride ,53415,23242,Dell Yount,2.0,339.0,English,USA,R,23000000.0,2001.0,81.0,6.6,0,R,0,0,0,0,1,15.0
2062,36.0,114.0,61.0,407.0,Eva Amurri Martino,20000.0,18653615.0,Natalie Portman,Anywhere But Here ,14786,22040,Shawn Hatosy,2.0,103.0,English,USA,PG-13,23000000.0,1999.0,797.0,6.1,638,PG-13,0,0,0,1,0,17.0
2063,65.0,101.0,3.0,120.0,Stark Sands,448.0,12189514.0,Annabella Sciorra,Chasing Liberty ,30092,829,Terence Maynard,0.0,129.0,English,USA,PG-13,23000000.0,2004.0,143.0,6.1,0,PG-13,0,0,0,1,0,12.0
2064,53.0,88.0,12.0,249.0,Dan Hedaya,327.0,13019253.0,Seymour Cassel,The Crew ,3914,1509,Lainie Kazan,4.0,47.0,English,USA,PG-13,23000000.0,2000.0,281.0,5.6,153,PG-13,0,0,0,1,0,16.0
2068,47.0,94.0,258.0,424.0,Dash Mihok,721.0,11508423.0,Tasha Smith,The Longshots ,3174,2453,Garrett Morris,2.0,19.0,English,USA,PG,23000000.0,2008.0,463.0,5.1,376,PG,0,0,1,0,0,8.0
2071,232.0,121.0,549.0,883.0,Charlize Theron,11000.0,6777589.0,James Franco,In the Valley of Elah ,60115,24248,Barry Corbin,2.0,224.0,English,USA,R,36998505.3,2007.0,9000.0,7.2,0,R,0,0,0,0,1,9.0
2076,118.0,141.0,300.0,73.0,Roger Lloyd Pack,805.0,16123851.0,Romola Garai,Vanity Fair ,17373,1618,Lillete Dubey,2.0,148.0,English,USA,PG-13,23000000.0,2004.0,539.0,6.2,767,PG-13,0,0,0,1,0,12.0
2078,314.0,114.0,101.0,23.0,Kim Thomson,129.0,71975611.0,Drew Powell,1408 ,209396,214,Alexandra Silber,0.0,580.0,English,USA,PG-13,25000000.0,2007.0,25.0,6.8,11000,PG-13,0,0,0,1,0,9.0
2082,171.0,107.0,101.0,743.0,Lin Shaye,931.0,176483808.0,Sarah Silverman,There's Something About Mary ,247289,4664,Richard Tyson,1.0,611.0,English,USA,R,23000000.0,1998.0,852.0,7.1,0,R,0,0,0,0,1,18.0
2084,92.0,127.0,102.0,1000.0,Jay Hernandez,2000.0,75597042.0,Dennis Quaid,The Rookie ,26434,6657,Angus T. Jones,0.0,174.0,English,USA,G,20000000.0,2002.0,1000.0,7.0,0,G,1,0,0,0,0,14.0
2085,112.0,110.0,99.0,835.0,Kyra Sedgwick,12000.0,90636983.0,Dwayne Johnson,The Game Plan ,44021,15170,Madison Pettis,0.0,83.0,English,USA,PG,22000000.0,2007.0,941.0,6.2,0,PG,0,0,1,0,0,9.0
2087,75.0,84.0,42.0,182.0,Michael Papajohn,436.0,55762229.0,Louis Lombardi,The Animal ,47383,1203,Colleen Haskell,1.0,132.0,English,USA,PG-13,22000000.0,2001.0,241.0,4.8,1000,PG-13,0,0,0,1,0,15.0
2089,180.0,122.0,529.0,171.0,Charlotte Le Bon,820.0,54235441.0,Manish Dayal,The Hundred-Foot Journey ,52894,1484,Juhi Chawla,3.0,185.0,English,USA,PG,22000000.0,2014.0,201.0,7.3,55000,PG,0,0,1,0,0,2.0
2091,129.0,132.0,24.0,506.0,Loretta Devine,967.0,40270895.0,Dianne Wiest,I Am Sam ,121937,3152,Richard Schiff,0.0,431.0,English,USA,PG-13,22000000.0,2001.0,912.0,7.6,15000,PG-13,0,0,0,1,0,15.0
2092,61.0,170.0,25.0,55.0,Amber Rose Revah,329.0,59696176.0,Roma Downey,Son of God ,15448,775,Darwin Shaw,1.0,174.0,English,USA,PG-13,22000000.0,2014.0,134.0,5.6,15000,PG-13,0,0,0,1,0,2.0
2094,116.0,112.0,101.0,218.0,RZA,896.0,36020063.0,Denis O'Hare,Derailed ,62584,2019,Xzibit,2.0,375.0,English,USA,R,22000000.0,2005.0,561.0,6.6,0,R,0,0,0,0,1,11.0
2095,248.0,108.0,0.0,690.0,Joel McHale,13000.0,33313582.0,Matt Damon,The Informant! ,52888,16031,Thomas F. Wilson,1.0,175.0,English,USA,R,21000000.0,2009.0,734.0,6.5,0,R,0,0,0,0,1,7.0
2097,98.0,83.0,2.0,137.0,Eddie Griffin,591.0,22264487.0,Carlos Ponce,Deuce Bigalow: European Gigolo ,41239,1729,Charles Keating,0.0,166.0,English,USA,R,22000000.0,2005.0,489.0,4.6,887,R,0,0,0,0,1,11.0
2098,168.0,105.0,31.0,110.0,Bobby Moynihan,390.0,30659817.0,Jack Reynor,Delivery Man ,59805,1006,Matthew Daddario,10.0,95.0,English,USA,PG-13,26000000.0,2013.0,311.0,6.4,0,PG-13,0,0,0,1,0,3.0
2099,159.0,110.0,118.0,287.0,Spencer Wilding,11000.0,5773519.0,Daniel Radcliffe,Victor Frankenstein ,28621,12876,Daniel Mays,2.0,91.0,English,USA,PG-13,40000000.0,2015.0,1000.0,6.0,11000,PG-13,0,0,0,1,0,1.0
2101,97.0,96.0,221.0,110.0,Neil Diamond,240.0,19351569.0,Amanda Detmer,Saving Silverman ,33287,664,Kyle Gass,1.0,201.0,English,USA,PG-13,22000000.0,2001.0,226.0,5.9,739,PG-13,0,0,0,1,0,15.0
2102,88.0,94.0,42.0,517.0,Rachael Harris,975.0,49002815.0,Zachary Gordon,Diary of a Wimpy Kid: Dog Days ,15665,3153,Karan Brar,2.0,35.0,English,USA,PG,22000000.0,2012.0,569.0,6.4,0,PG,0,0,1,0,0,4.0
2103,85.0,142.0,0.0,854.0,Jennifer Esposito,978.0,19283782.0,Mira Sorvino,Summer of Sam ,31227,5386,Mike Starr,0.0,354.0,English,USA,R,22000000.0,1999.0,911.0,6.6,0,R,0,0,0,0,1,17.0
2104,181.0,104.0,0.0,898.0,Shannon Elizabeth,8000.0,30059386.0,Will Ferrell,Jay and Silent Bob Strike Back ,128593,11632,Jason Mewes,5.0,867.0,English,USA,R,22000000.0,2001.0,1000.0,6.9,0,R,0,0,0,0,1,15.0
2105,257.0,136.0,0.0,3000.0,Steve Buscemi,19000.0,35799026.0,Scarlett Johansson,The Island ,263336,34838,Djimon Hounsou,1.0,899.0,English,USA,PG-13,126000000.0,2005.0,12000.0,6.9,0,PG-13,0,0,0,1,0,11.0
2106,95.0,106.0,12.0,595.0,Bruce Dern,962.0,17951431.0,Chris Noth,The Glass House ,25462,4239,Trevor Morgan,1.0,200.0,English,USA,PG-13,30000000.0,2001.0,844.0,5.8,804,PG-13,0,0,0,1,0,15.0
2109,203.0,100.0,39.0,798.0,James Franco,26000.0,19783777.0,Jason Statham,Homefront ,82804,39989,Frank Grillo,1.0,154.0,English,USA,R,22000000.0,2013.0,11000.0,6.5,15000,R,0,0,0,0,1,3.0
2111,183.0,107.0,737.0,678.0,Lily Tomlin,6000.0,12784713.0,Naomi Watts,I Heart Huckabees ,56813,8094,Isabelle Huppert,11.0,381.0,English,USA,R,22000000.0,2004.0,718.0,6.7,0,R,0,0,0,0,1,12.0
